household_type,income_group,year,federal_tax,individual_income_tax,payroll_tax,corporate_income_tax,excise_tax
hh_with_children,top_1_percent,2005,30.6,21.0,1.8,7.5,0.2
hh_with_children,top_1_percent,2006,30.2,20.6,1.7,7.7,0.1
hh_with_children,top_1_percent,2007,28.8,20.6,1.7,6.3,0.1
hh_with_children,top_1_percent,2008,28.5,21.3,2.0,5.0,0.2
hh_with_children,top_1_percent,2009,29.3,22.2,2.6,4.4,0.1
hh_with_children,top_1_percent,2010,29.7,21.0,2.1,6.4,0.2
hh_with_children,top_1_percent,2011,29.5,21.2,2.1,6.0,0.2
hh_with_children,top_1_percent,2012,29.0,21.0,1.8,6.0,0.1
hh_with_children,top_1_percent,2013,34.3,25.0,2.5,6.6,0.2
hh_with_children,top_1_percent,2014,34.1,24.9,2.2,6.8,0.2
hh_with_children,top_1_percent,2015,33.9,25.1,2.3,6.4,0.1
hh_with_children,top_1_percent,2016,33.7,24.9,2.4,6.3,0.1
hh_with_children,top_1_percent,2017,32.2,25.4,2.3,4.4,0.1
elderly_headed_hh,all_quintiles,1979,18.1,8.2,1.9,7.1,0.9
elderly_headed_hh,all_quintiles,1980,17.0,8.8,1.8,5.6,0.8
elderly_headed_hh,all_quintiles,1981,16.0,9.1,1.9,4.3,0.7
elderly_headed_hh,all_quintiles,1982,14.0,8.7,1.9,2.6,0.7
elderly_headed_hh,all_quintiles,1983,13.8,7.8,1.9,3.3,0.9
elderly_headed_hh,all_quintiles,1984,14.9,8.3,1.9,3.7,0.9
elderly_headed_hh,all_quintiles,1985,14.7,8.5,1.9,3.4,0.9
elderly_headed_hh,all_quintiles,1986,14.5,8.4,1.9,3.4,0.9
elderly_headed_hh,all_quintiles,1987,15.3,7.7,2.0,4.6,0.9
elderly_headed_hh,all_quintiles,1988,15.7,8.2,2.0,4.6,0.9
elderly_headed_hh,all_quintiles,1989,15.3,8.1,1.9,4.4,0.8
elderly_headed_hh,all_quintiles,1990,14.8,7.9,2.0,4.1,0.8
elderly_headed_hh,all_quintiles,1991,13.8,7.1,2.0,3.7,1.0
elderly_headed_hh,all_quintiles,1992,14.4,7.2,2.0,4.2,1.0
elderly_headed_hh,all_quintiles,1993,14.7,7.0,2.0,4.7,1.0
elderly_headed_hh,all_quintiles,1994,15.4,7.4,2.0,5.0,1.1
elderly_headed_hh,all_quintiles,1995,16.1,7.8,2.0,5.2,1.0
elderly_headed_hh,all_quintiles,1996,17.1,8.8,2.0,5.4,0.9
elderly_headed_hh,all_quintiles,1997,17.0,9.1,1.9,5.1,0.9
elderly_headed_hh,all_quintiles,1998,16.8,9.3,2.0,4.6,0.9
elderly_headed_hh,all_quintiles,1999,17.4,9.9,2.0,4.5,1.0
elderly_headed_hh,all_quintiles,2000,16.9,9.9,2.0,4.1,0.9
elderly_headed_hh,all_quintiles,2001,15.0,8.8,2.2,3.1,0.9
elderly_headed_hh,all_quintiles,2002,14.2,8.2,2.1,3.0,0.9
elderly_headed_hh,all_quintiles,2003,14.0,7.1,2.2,3.8,0.9
elderly_headed_hh,all_quintiles,2004,15.0,7.5,2.1,4.5,0.8
elderly_headed_hh,all_quintiles,2005,16.0,7.9,2.1,5.3,0.8
elderly_headed_hh,all_quintiles,2006,16.1,8.0,2.0,5.4,0.7
elderly_headed_hh,all_quintiles,2007,15.9,8.6,2.0,4.6,0.6
elderly_headed_hh,all_quintiles,2008,13.1,7.2,2.3,2.9,0.6
elderly_headed_hh,all_quintiles,2009,12.4,6.9,2.4,2.4,0.6
elderly_headed_hh,all_quintiles,2010,13.3,7.3,2.4,3.0,0.6
elderly_headed_hh,all_quintiles,2011,13.7,8.0,2.1,3.0,0.6
elderly_headed_hh,all_quintiles,2012,14.7,8.5,2.1,3.4,0.7
elderly_headed_hh,all_quintiles,2013,15.7,8.8,2.6,3.7,0.7
elderly_headed_hh,all_quintiles,2014,16.5,9.4,2.5,3.9,0.7
elderly_headed_hh,all_quintiles,2015,16.4,9.5,2.6,3.6,0.7
elderly_headed_hh,all_quintiles,2016,15.9,9.2,2.7,3.4,0.6
elderly_headed_hh,all_quintiles,2017,15.8,9.8,2.7,2.6,0.6
elderly_headed_hh,lowest_quintile,1979,3.3,0.1,0.6,1.4,1.2
elderly_headed_hh,lowest_quintile,1980,2.6,0.1,0.6,0.9,1.0
elderly_headed_hh,lowest_quintile,1981,2.1,0.1,0.5,0.6,0.9
elderly_headed_hh,lowest_quintile,1982,1.8,0.1,0.5,0.4,0.9
elderly_headed_hh,lowest_quintile,1983,2.3,0.1,0.5,0.5,1.2
elderly_headed_hh,lowest_quintile,1984,2.3,0.1,0.5,0.5,1.2
elderly_headed_hh,lowest_quintile,1985,2.6,0.2,0.6,0.6,1.3
elderly_headed_hh,lowest_quintile,1986,2.4,0.1,0.6,0.4,1.2
elderly_headed_hh,lowest_quintile,1987,2.9,0.1,0.6,0.8,1.4
elderly_headed_hh,lowest_quintile,1988,3.1,0.2,0.6,0.9,1.4
elderly_headed_hh,lowest_quintile,1989,2.9,0.2,0.6,0.8,1.2
elderly_headed_hh,lowest_quintile,1990,3.2,0.6,0.6,0.8,1.3
elderly_headed_hh,lowest_quintile,1991,3.1,0.2,0.7,0.7,1.4
elderly_headed_hh,lowest_quintile,1992,3.1,0.3,0.7,0.8,1.4
elderly_headed_hh,lowest_quintile,1993,3.2,0.1,0.8,0.9,1.5
elderly_headed_hh,lowest_quintile,1994,3.3,0.2,0.7,0.9,1.5
elderly_headed_hh,lowest_quintile,1995,3.7,0.3,0.8,1.1,1.5
elderly_headed_hh,lowest_quintile,1996,3.4,0.1,0.9,0.8,1.5
elderly_headed_hh,lowest_quintile,1997,3.4,0.1,1.0,0.9,1.4
elderly_headed_hh,lowest_quintile,1998,3.2,0.2,0.9,0.7,1.5
elderly_headed_hh,lowest_quintile,1999,3.4,0.3,0.9,0.6,1.7
elderly_headed_hh,lowest_quintile,2000,3.5,0.2,1.0,0.7,1.6
elderly_headed_hh,lowest_quintile,2001,3.1,0.1,0.8,0.5,1.6
elderly_headed_hh,lowest_quintile,2002,3.6,0.4,0.9,0.5,1.8
elderly_headed_hh,lowest_quintile,2003,3.6,0.4,0.9,0.6,1.6
elderly_headed_hh,lowest_quintile,2004,2.9,0.2,0.8,0.6,1.4
elderly_headed_hh,lowest_quintile,2005,3.0,0.1,0.7,0.7,1.4
elderly_headed_hh,lowest_quintile,2006,3.2,0.1,0.8,1.0,1.3
elderly_headed_hh,lowest_quintile,2007,3.0,0.3,1.0,0.7,1.0
elderly_headed_hh,lowest_quintile,2008,1.0,-1.6,0.9,0.5,1.2
elderly_headed_hh,lowest_quintile,2009,2.9,0.1,1.1,0.5,1.2
elderly_headed_hh,lowest_quintile,2010,3.0,0.1,1.0,0.6,1.3
elderly_headed_hh,lowest_quintile,2011,2.9,0.3,0.8,0.5,1.2
elderly_headed_hh,lowest_quintile,2012,3.2,0.2,0.8,0.7,1.5
elderly_headed_hh,lowest_quintile,2013,3.4,0.1,1.0,0.7,1.6
elderly_headed_hh,lowest_quintile,2014,3.3,0.1,1.0,0.7,1.5
elderly_headed_hh,lowest_quintile,2015,3.0,0.0,1.1,0.6,1.3
elderly_headed_hh,lowest_quintile,2016,2.9,0.0,1.0,0.6,1.3
elderly_headed_hh,lowest_quintile,2017,2.8,0.1,1.0,0.4,1.3
elderly_headed_hh,second_quintile,1979,5.4,0.5,1.3,2.5,1.1
elderly_headed_hh,second_quintile,1980,4.1,0.5,1.1,1.5,0.9
elderly_headed_hh,second_quintile,1981,3.4,0.5,1.0,1.0,0.8
elderly_headed_hh,second_quintile,1982,2.8,0.4,1.0,0.5,0.9
elderly_headed_hh,second_quintile,1983,3.0,0.4,0.9,0.7,1.1
elderly_headed_hh,second_quintile,1984,3.4,0.4,0.9,0.9,1.2
elderly_headed_hh,second_quintile,1985,3.2,0.4,0.9,0.7,1.2
elderly_headed_hh,second_quintile,1986,3.3,0.4,1.0,0.8,1.1
elderly_headed_hh,second_quintile,1987,3.6,0.3,1.0,1.1,1.3
elderly_headed_hh,second_quintile,1988,4.0,0.5,1.0,1.2,1.2
elderly_headed_hh,second_quintile,1989,3.8,0.5,1.1,1.1,1.1
elderly_headed_hh,second_quintile,1990,3.9,0.6,1.1,1.0,1.1
elderly_headed_hh,second_quintile,1991,3.6,0.5,1.0,0.8,1.2
elderly_headed_hh,second_quintile,1992,3.8,0.4,1.0,1.0,1.3
elderly_headed_hh,second_quintile,1993,3.6,0.4,0.9,1.1,1.3
elderly_headed_hh,second_quintile,1994,3.7,0.4,0.9,1.1,1.4
elderly_headed_hh,second_quintile,1995,3.7,0.4,0.9,1.0,1.4
elderly_headed_hh,second_quintile,1996,3.7,0.4,1.0,1.0,1.3
elderly_headed_hh,second_quintile,1997,3.6,0.4,0.9,0.9,1.3
elderly_headed_hh,second_quintile,1998,4.1,0.7,1.2,0.9,1.3
elderly_headed_hh,second_quintile,1999,4.5,0.7,1.3,1.0,1.5
elderly_headed_hh,second_quintile,2000,4.8,0.8,1.4,1.1,1.5
elderly_headed_hh,second_quintile,2001,3.8,0.5,1.3,0.7,1.3
elderly_headed_hh,second_quintile,2002,3.8,0.4,1.3,0.6,1.4
elderly_headed_hh,second_quintile,2003,3.5,0.3,1.2,0.7,1.3
elderly_headed_hh,second_quintile,2004,3.6,0.4,1.2,0.8,1.2
elderly_headed_hh,second_quintile,2005,3.9,0.5,1.2,1.0,1.2
elderly_headed_hh,second_quintile,2006,3.8,0.5,1.1,1.1,1.1
elderly_headed_hh,second_quintile,2007,4.1,0.7,1.5,1.0,1.0
elderly_headed_hh,second_quintile,2008,1.9,-0.9,1.3,0.6,0.9
elderly_headed_hh,second_quintile,2009,2.8,0.2,1.2,0.5,0.9
elderly_headed_hh,second_quintile,2010,2.9,0.3,1.2,0.6,0.9
elderly_headed_hh,second_quintile,2011,3.1,0.6,1.0,0.5,0.9
elderly_headed_hh,second_quintile,2012,3.3,0.6,1.1,0.6,1.0
elderly_headed_hh,second_quintile,2013,3.5,0.5,1.3,0.6,1.0
elderly_headed_hh,second_quintile,2014,3.6,0.6,1.3,0.6,1.1
elderly_headed_hh,second_quintile,2015,3.7,0.6,1.4,0.6,1.0
elderly_headed_hh,second_quintile,2016,3.6,0.6,1.4,0.6,1.0
elderly_headed_hh,second_quintile,2017,3.5,0.6,1.5,0.5,1.0
elderly_headed_hh,middle_quintile,1979,9.7,2.0,2.4,4.1,1.1
elderly_headed_hh,middle_quintile,1980,8.7,2.2,2.2,3.3,0.9
elderly_headed_hh,middle_quintile,1981,7.4,2.1,2.2,2.3,0.8
elderly_headed_hh,middle_quintile,1982,6.0,1.8,2.0,1.3,0.9
elderly_headed_hh,middle_quintile,1983,6.1,1.6,1.9,1.6,1.0
elderly_headed_hh,middle_quintile,1984,6.8,1.6,2.0,2.0,1.1
elderly_headed_hh,middle_quintile,1985,6.5,1.7,1.9,1.8,1.2
elderly_headed_hh,middle_quintile,1986,6.9,1.7,2.1,1.9,1.2
elderly_headed_hh,middle_quintile,1987,7.2,1.5,2.0,2.5,1.2
elderly_headed_hh,middle_quintile,1988,7.7,1.9,2.1,2.5,1.2
elderly_headed_hh,middle_quintile,1989,7.3,1.9,2.0,2.3,1.0
elderly_headed_hh,middle_quintile,1990,7.3,2.0,2.1,2.1,1.1
elderly_headed_hh,middle_quintile,1991,6.8,1.8,1.9,1.9,1.2
elderly_headed_hh,middle_quintile,1992,6.4,1.4,1.7,2.0,1.3
elderly_headed_hh,middle_quintile,1993,6.5,1.3,1.7,2.2,1.3
elderly_headed_hh,middle_quintile,1994,6.8,1.4,1.7,2.3,1.4
elderly_headed_hh,middle_quintile,1995,7.3,1.6,1.9,2.4,1.3
elderly_headed_hh,middle_quintile,1996,7.0,1.6,1.8,2.3,1.3
elderly_headed_hh,middle_quintile,1997,6.9,1.6,1.9,2.1,1.2
elderly_headed_hh,middle_quintile,1998,7.1,1.9,1.9,2.0,1.3
elderly_headed_hh,middle_quintile,1999,7.9,2.2,2.2,2.1,1.5
elderly_headed_hh,middle_quintile,2000,7.5,2.2,2.1,1.9,1.4
elderly_headed_hh,middle_quintile,2001,6.6,1.8,2.1,1.4,1.2
elderly_headed_hh,middle_quintile,2002,5.8,1.4,1.9,1.2,1.2
elderly_headed_hh,middle_quintile,2003,5.8,1.3,1.9,1.4,1.2
elderly_headed_hh,middle_quintile,2004,6.0,1.5,1.9,1.5,1.1
elderly_headed_hh,middle_quintile,2005,6.5,1.5,2.0,1.8,1.2
elderly_headed_hh,middle_quintile,2006,6.3,1.5,1.9,1.9,1.0
elderly_headed_hh,middle_quintile,2007,6.4,1.8,2.1,1.6,0.9
elderly_headed_hh,middle_quintile,2008,4.1,0.3,1.9,1.0,0.9
elderly_headed_hh,middle_quintile,2009,4.6,1.1,1.9,0.7,0.8
elderly_headed_hh,middle_quintile,2010,4.7,1.1,1.9,0.9,0.9
elderly_headed_hh,middle_quintile,2011,4.9,1.5,1.6,0.9,0.9
elderly_headed_hh,middle_quintile,2012,5.1,1.5,1.7,0.9,1.0
elderly_headed_hh,middle_quintile,2013,5.9,1.8,2.1,1.0,1.0
elderly_headed_hh,middle_quintile,2014,5.9,1.7,2.2,1.0,1.0
elderly_headed_hh,middle_quintile,2015,6.1,1.9,2.2,1.1,1.0
elderly_headed_hh,middle_quintile,2016,5.7,1.7,2.1,0.9,0.9
elderly_headed_hh,middle_quintile,2017,6.1,2.1,2.4,0.7,0.9
elderly_headed_hh,fourth_quintile,1979,13.6,4.3,2.8,5.5,1.0
elderly_headed_hh,fourth_quintile,1980,12.3,4.5,2.5,4.4,0.9
elderly_headed_hh,fourth_quintile,1981,11.1,4.5,2.4,3.3,0.8
elderly_headed_hh,fourth_quintile,1982,9.3,4.1,2.4,1.9,0.8
elderly_headed_hh,fourth_quintile,1983,9.5,3.8,2.2,2.4,1.0
elderly_headed_hh,fourth_quintile,1984,10.4,4.0,2.4,2.9,1.1
elderly_headed_hh,fourth_quintile,1985,9.8,3.9,2.3,2.5,1.0
elderly_headed_hh,fourth_quintile,1986,9.8,3.8,2.4,2.6,1.1
elderly_headed_hh,fourth_quintile,1987,10.9,3.9,2.5,3.5,1.0
elderly_headed_hh,fourth_quintile,1988,11.0,4.2,2.4,3.3,1.0
elderly_headed_hh,fourth_quintile,1989,11.0,4.5,2.4,3.2,1.0
elderly_headed_hh,fourth_quintile,1990,10.5,4.3,2.4,2.9,1.0
elderly_headed_hh,fourth_quintile,1991,9.9,4.0,2.2,2.6,1.1
elderly_headed_hh,fourth_quintile,1992,10.0,3.8,2.2,2.8,1.1
elderly_headed_hh,fourth_quintile,1993,9.7,3.4,2.1,2.9,1.2
elderly_headed_hh,fourth_quintile,1994,10.2,3.6,2.2,3.1,1.2
elderly_headed_hh,fourth_quintile,1995,10.5,3.8,2.3,3.3,1.2
elderly_headed_hh,fourth_quintile,1996,10.5,3.8,2.2,3.4,1.1
elderly_headed_hh,fourth_quintile,1997,10.3,4.0,2.1,3.1,1.1
elderly_headed_hh,fourth_quintile,1998,10.7,4.5,2.3,2.9,1.1
elderly_headed_hh,fourth_quintile,1999,11.4,5.0,2.4,2.8,1.3
elderly_headed_hh,fourth_quintile,2000,11.4,5.3,2.4,2.5,1.1
elderly_headed_hh,fourth_quintile,2001,9.9,4.5,2.4,1.9,1.1
elderly_headed_hh,fourth_quintile,2002,8.7,3.9,2.2,1.6,1.1
elderly_headed_hh,fourth_quintile,2003,8.8,3.6,2.4,1.8,1.0
elderly_headed_hh,fourth_quintile,2004,9.2,3.8,2.5,2.0,0.9
elderly_headed_hh,fourth_quintile,2005,9.8,3.8,2.5,2.5,1.0
elderly_headed_hh,fourth_quintile,2006,9.9,4.0,2.5,2.6,0.9
elderly_headed_hh,fourth_quintile,2007,9.7,4.2,2.5,2.1,0.8
elderly_headed_hh,fourth_quintile,2008,7.6,3.0,2.6,1.3,0.7
elderly_headed_hh,fourth_quintile,2009,7.2,3.2,2.3,1.0,0.7
elderly_headed_hh,fourth_quintile,2010,7.5,3.3,2.4,1.1,0.7
elderly_headed_hh,fourth_quintile,2011,8.1,4.0,2.2,1.2,0.7
elderly_headed_hh,fourth_quintile,2012,8.1,4.0,2.2,1.2,0.8
elderly_headed_hh,fourth_quintile,2013,8.9,4.1,2.6,1.4,0.8
elderly_headed_hh,fourth_quintile,2014,9.3,4.4,2.7,1.5,0.8
elderly_headed_hh,fourth_quintile,2015,9.4,4.5,2.7,1.4,0.8
elderly_headed_hh,fourth_quintile,2016,9.2,4.5,2.7,1.2,0.7
elderly_headed_hh,fourth_quintile,2017,9.6,4.9,3.0,1.0,0.7
elderly_headed_hh,highest_quintile,1979,27.1,14.1,1.9,10.3,0.8
elderly_headed_hh,highest_quintile,1980,25.4,14.7,1.9,8.2,0.7
elderly_headed_hh,highest_quintile,1981,23.3,14.6,2.0,6.1,0.6
elderly_headed_hh,highest_quintile,1982,20.1,13.9,2.0,3.6,0.6
elderly_headed_hh,highest_quintile,1983,19.5,12.3,2.0,4.6,0.7
elderly_headed_hh,highest_quintile,1984,20.9,13.2,2.0,5.1,0.7
elderly_headed_hh,highest_quintile,1985,20.4,13.2,2.0,4.6,0.7
elderly_headed_hh,highest_quintile,1986,19.9,12.9,1.8,4.5,0.7
elderly_headed_hh,highest_quintile,1987,22.5,13.1,2.0,6.6,0.7
elderly_headed_hh,highest_quintile,1988,22.5,13.4,2.0,6.5,0.7
elderly_headed_hh,highest_quintile,1989,21.7,13.0,1.9,6.2,0.6
elderly_headed_hh,highest_quintile,1990,21.0,12.5,2.1,5.8,0.6
elderly_headed_hh,highest_quintile,1991,20.0,11.7,2.2,5.4,0.7
elderly_headed_hh,highest_quintile,1992,20.7,11.7,2.3,5.9,0.7
elderly_headed_hh,highest_quintile,1993,21.5,11.7,2.2,6.9,0.8
elderly_headed_hh,highest_quintile,1994,22.6,12.3,2.2,7.3,0.8
elderly_headed_hh,highest_quintile,1995,23.2,12.8,2.2,7.5,0.7
elderly_headed_hh,highest_quintile,1996,23.8,13.6,2.1,7.4,0.7
elderly_headed_hh,highest_quintile,1997,23.4,13.8,2.0,7.0,0.6
elderly_headed_hh,highest_quintile,1998,22.9,13.9,2.0,6.3,0.7
elderly_headed_hh,highest_quintile,1999,23.7,14.9,2.0,6.2,0.7
elderly_headed_hh,highest_quintile,2000,23.1,15.0,2.0,5.6,0.6
elderly_headed_hh,highest_quintile,2001,21.4,14.0,2.3,4.5,0.6
elderly_headed_hh,highest_quintile,2002,20.8,13.4,2.2,4.6,0.6
elderly_headed_hh,highest_quintile,2003,20.5,11.6,2.5,5.9,0.6
elderly_headed_hh,highest_quintile,2004,21.3,11.8,2.2,6.7,0.6
elderly_headed_hh,highest_quintile,2005,22.1,11.8,2.1,7.6,0.6
elderly_headed_hh,highest_quintile,2006,22.0,11.8,2.0,7.7,0.5
elderly_headed_hh,highest_quintile,2007,20.9,12.2,2.0,6.3,0.4
elderly_headed_hh,highest_quintile,2008,18.9,11.7,2.4,4.3,0.4
elderly_headed_hh,highest_quintile,2009,17.6,10.9,2.7,3.6,0.4
elderly_headed_hh,highest_quintile,2010,18.7,11.3,2.6,4.4,0.4
elderly_headed_hh,highest_quintile,2011,19.4,12.1,2.3,4.5,0.4
elderly_headed_hh,highest_quintile,2012,20.1,12.4,2.3,4.9,0.4
elderly_headed_hh,highest_quintile,2013,21.5,12.9,2.8,5.3,0.5
elderly_headed_hh,highest_quintile,2014,22.2,13.6,2.7,5.5,0.5
elderly_headed_hh,highest_quintile,2015,22.2,13.8,2.8,5.1,0.5
elderly_headed_hh,highest_quintile,2016,21.9,13.7,2.9,4.9,0.5
elderly_headed_hh,highest_quintile,2017,21.2,14.2,2.9,3.7,0.4
elderly_headed_hh,percentiles_81_90,1979,17.9,7.2,3.2,6.5,1.0
elderly_headed_hh,percentiles_81_90,1980,16.6,7.6,2.9,5.3,0.8
elderly_headed_hh,percentiles_81_90,1981,15.2,7.7,2.8,3.9,0.8
elderly_headed_hh,percentiles_81_90,1982,13.1,7.3,2.8,2.2,0.8
elderly_headed_hh,percentiles_81_90,1983,13.1,6.5,2.7,3.0,0.9
elderly_headed_hh,percentiles_81_90,1984,14.0,6.9,2.8,3.4,0.9
elderly_headed_hh,percentiles_81_90,1985,13.4,6.8,2.7,3.0,0.9
elderly_headed_hh,percentiles_81_90,1986,13.3,6.6,2.7,3.1,0.9
elderly_headed_hh,percentiles_81_90,1987,15.2,7.1,2.8,4.4,0.9
elderly_headed_hh,percentiles_81_90,1988,15.6,7.5,3.0,4.2,0.9
elderly_headed_hh,percentiles_81_90,1989,15.2,7.6,2.6,4.0,0.8
elderly_headed_hh,percentiles_81_90,1990,14.6,7.4,2.6,3.7,0.9
elderly_headed_hh,percentiles_81_90,1991,13.6,6.9,2.4,3.4,1.0
elderly_headed_hh,percentiles_81_90,1992,14.1,6.7,3.0,3.5,1.0
elderly_headed_hh,percentiles_81_90,1993,13.8,6.4,2.5,4.0,1.0
elderly_headed_hh,percentiles_81_90,1994,15.1,7.1,2.7,4.3,1.1
elderly_headed_hh,percentiles_81_90,1995,15.6,7.5,2.6,4.5,1.0
elderly_headed_hh,percentiles_81_90,1996,15.4,7.5,2.6,4.3,0.9
elderly_headed_hh,percentiles_81_90,1997,15.4,7.7,2.6,4.2,0.9
elderly_headed_hh,percentiles_81_90,1998,15.8,8.4,2.7,3.6,1.0
elderly_headed_hh,percentiles_81_90,1999,16.4,9.0,2.7,3.6,1.1
elderly_headed_hh,percentiles_81_90,2000,16.2,9.2,2.7,3.4,0.9
elderly_headed_hh,percentiles_81_90,2001,14.5,8.3,3.0,2.4,0.9
elderly_headed_hh,percentiles_81_90,2002,13.5,7.6,2.9,2.1,0.9
elderly_headed_hh,percentiles_81_90,2003,13.1,6.7,3.2,2.4,0.8
elderly_headed_hh,percentiles_81_90,2004,13.4,6.8,3.0,2.7,0.8
elderly_headed_hh,percentiles_81_90,2005,14.1,7.0,3.0,3.3,0.8
elderly_headed_hh,percentiles_81_90,2006,14.2,7.1,2.8,3.6,0.7
elderly_headed_hh,percentiles_81_90,2007,13.5,7.0,2.9,2.9,0.7
elderly_headed_hh,percentiles_81_90,2008,11.4,6.0,3.0,1.7,0.6
elderly_headed_hh,percentiles_81_90,2009,10.8,5.9,3.0,1.3,0.6
elderly_headed_hh,percentiles_81_90,2010,11.6,6.3,3.0,1.7,0.6
elderly_headed_hh,percentiles_81_90,2011,12.0,7.1,2.6,1.7,0.6
elderly_headed_hh,percentiles_81_90,2012,12.4,7.2,2.9,1.7,0.7
elderly_headed_hh,percentiles_81_90,2013,13.1,7.1,3.2,2.2,0.7
elderly_headed_hh,percentiles_81_90,2014,13.5,7.3,3.3,2.2,0.7
elderly_headed_hh,percentiles_81_90,2015,13.7,7.6,3.5,1.9,0.7
elderly_headed_hh,percentiles_81_90,2016,13.6,7.6,3.5,1.9,0.6
elderly_headed_hh,percentiles_81_90,2017,13.7,8.0,3.6,1.5,0.6
elderly_headed_hh,percentiles_91_95,1979,20.7,9.3,3.2,7.3,0.9
elderly_headed_hh,percentiles_91_95,1980,20.0,10.1,2.7,6.4,0.8
elderly_headed_hh,percentiles_91_95,1981,18.8,10.6,2.9,4.6,0.7
elderly_headed_hh,percentiles_91_95,1982,16.2,9.9,2.8,2.8,0.7
elderly_headed_hh,percentiles_91_95,1983,15.9,8.9,2.7,3.5,0.8
elderly_headed_hh,percentiles_91_95,1984,17.7,10.2,2.7,4.0,0.8
elderly_headed_hh,percentiles_91_95,1985,17.4,10.1,3.0,3.5,0.8
elderly_headed_hh,percentiles_91_95,1986,17.0,9.6,2.9,3.7,0.8
elderly_headed_hh,percentiles_91_95,1987,19.0,10.2,2.9,5.0,0.8
elderly_headed_hh,percentiles_91_95,1988,18.7,10.0,3.1,4.8,0.8
elderly_headed_hh,percentiles_91_95,1989,18.7,10.3,2.7,4.9,0.8
elderly_headed_hh,percentiles_91_95,1990,18.3,9.9,3.0,4.6,0.8
elderly_headed_hh,percentiles_91_95,1991,17.4,9.6,2.8,4.0,0.9
elderly_headed_hh,percentiles_91_95,1992,17.5,9.5,2.7,4.5,0.9
elderly_headed_hh,percentiles_91_95,1993,17.7,8.8,2.9,5.2,0.9
elderly_headed_hh,percentiles_91_95,1994,18.6,9.7,2.7,5.3,0.9
elderly_headed_hh,percentiles_91_95,1995,19.3,9.9,2.8,5.7,0.9
elderly_headed_hh,percentiles_91_95,1996,19.8,10.5,2.9,5.7,0.8
elderly_headed_hh,percentiles_91_95,1997,19.4,10.7,2.6,5.4,0.8
elderly_headed_hh,percentiles_91_95,1998,19.2,10.9,2.8,4.6,0.9
elderly_headed_hh,percentiles_91_95,1999,20.1,11.5,2.9,4.7,0.9
elderly_headed_hh,percentiles_91_95,2000,19.5,11.8,2.8,4.2,0.8
elderly_headed_hh,percentiles_91_95,2001,17.7,10.8,3.2,3.0,0.7
elderly_headed_hh,percentiles_91_95,2002,16.5,10.2,2.9,2.7,0.7
elderly_headed_hh,percentiles_91_95,2003,16.1,8.7,3.3,3.3,0.7
elderly_headed_hh,percentiles_91_95,2004,16.9,8.9,3.2,4.0,0.8
elderly_headed_hh,percentiles_91_95,2005,17.4,8.8,3.2,4.7,0.7
elderly_headed_hh,percentiles_91_95,2006,17.6,8.9,3.0,5.0,0.6
elderly_headed_hh,percentiles_91_95,2007,16.9,9.4,3.0,3.9,0.6
elderly_headed_hh,percentiles_91_95,2008,15.0,8.6,3.5,2.3,0.5
elderly_headed_hh,percentiles_91_95,2009,13.8,8.0,3.4,1.8,0.5
elderly_headed_hh,percentiles_91_95,2010,14.6,8.7,3.2,2.2,0.5
elderly_headed_hh,percentiles_91_95,2011,15.4,9.4,3.1,2.3,0.5
elderly_headed_hh,percentiles_91_95,2012,15.6,9.6,3.1,2.4,0.6
elderly_headed_hh,percentiles_91_95,2013,16.6,9.4,3.6,3.1,0.6
elderly_headed_hh,percentiles_91_95,2014,16.7,9.5,3.5,3.1,0.6
elderly_headed_hh,percentiles_91_95,2015,17.1,9.8,3.7,2.9,0.6
elderly_headed_hh,percentiles_91_95,2016,16.9,9.9,3.8,2.7,0.6
elderly_headed_hh,percentiles_91_95,2017,16.5,10.1,3.7,2.1,0.6
elderly_headed_hh,percentiles_96_99,1979,26.3,13.4,2.0,10.0,0.8
elderly_headed_hh,percentiles_96_99,1980,25.4,14.6,2.0,8.0,0.7
elderly_headed_hh,percentiles_96_99,1981,24.5,15.6,2.1,6.2,0.6
elderly_headed_hh,percentiles_96_99,1982,21.3,15.0,2.3,3.4,0.6
elderly_headed_hh,percentiles_96_99,1983,20.4,13.1,2.0,4.6,0.7
elderly_headed_hh,percentiles_96_99,1984,22.1,14.2,2.2,5.0,0.7
elderly_headed_hh,percentiles_96_99,1985,21.7,14.1,2.2,4.7,0.7
elderly_headed_hh,percentiles_96_99,1986,21.0,13.4,2.3,4.5,0.8
elderly_headed_hh,percentiles_96_99,1987,24.1,14.2,2.2,6.9,0.8
elderly_headed_hh,percentiles_96_99,1988,23.3,13.7,2.1,6.7,0.8
elderly_headed_hh,percentiles_96_99,1989,23.3,14.1,2.1,6.5,0.6
elderly_headed_hh,percentiles_96_99,1990,22.5,13.6,2.4,5.9,0.6
elderly_headed_hh,percentiles_96_99,1991,21.7,12.8,2.6,5.6,0.7
elderly_headed_hh,percentiles_96_99,1992,21.9,12.3,2.6,6.3,0.7
elderly_headed_hh,percentiles_96_99,1993,22.3,11.9,2.6,7.0,0.8
elderly_headed_hh,percentiles_96_99,1994,22.5,12.2,2.6,7.0,0.7
elderly_headed_hh,percentiles_96_99,1995,23.8,13.0,2.6,7.5,0.7
elderly_headed_hh,percentiles_96_99,1996,23.8,13.5,2.5,7.2,0.7
